"","Store_Name","Name","Address","City","State","Zip","Manager","Telephone","Monday_Open","Monday_Close","Tuesday_Open","Tuesday_Close","Wednesday_Open","Wednesday_Close","Thursday_Open","Thursday_Close","Friday_Open","Friday_Close","Saturday_Open","Saturday_Close","Sunday_Open","Sunday_Close","Image_URL","URL"
"13","Bloomingdales","Bloomingdale's Outlet Wayne Furniture Rug Mattress Outlet","469 US 46","Wayne","NJ","07470","ROBERT STEEG","(973) 339-5300","Closed","Closed","Closed","Closed","11:00 AM","08:00 PM","11:00 AM","08:00 PM","11:00 AM","08:00 PM","10:00 AM","07:00 PM","11:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/wayne-furniture-rug-mattress-outlet"
"14","Bloomingdales","Bloomingdale's Bergen Shops at Riverside","400 Hackensack Avenue,The Shops at Riverside","Hackensack","NJ","07601","MICHAEL MAJOROS","(201) 457-2000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","Closed","Closed","NA","http://locations.bloomingdales.com/bergen-shops-at-riverside"
"15","Bloomingdales","Bloomingdale's Short Hills","1200 Morris Turnpike,The Mall at Short Hills","Short Hills","NJ","07078","ARGYLE NELSON","(973) 548-2200","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/short-hills"
"16","Bloomingdales","Bloomingdale's Outlet Bergen Town Center Outlet","260 Bergen Town Center","Paramus","NJ","07652","CHRISTY FARR","(201) 490-6840","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","Closed","Closed","NA","http://locations.bloomingdales.com/bergen-town-center-outlet"
"17","Bloomingdales","Bloomingdale's Tysons Corner Center","8100 Tysons Corner Center","McLean","VA","22102","BILL RUHRKRAUT","(703) 556-4600","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/tysons-corner-center"
"18","Bloomingdales","Bloomingdale's Outlet Potomac Mills Outlet","2700 Potomac Mills Circle","Woodbridge","VA","22192","ORLANDO ROBERSON","(703) 843-2160","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/potomac-mills-outlet"
"19","Bloomingdales","Bloomingdale's Outlet Grand Prairie Premium Outlets","2950 W. Interstate 20,Suite 500","Grand Prairie","TX","75052","LINDSEY HUNT","(214) 516-6900","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/grand-prairie-premium-outlets"
"20","Bloomingdales","Bloomingdale's Outlet The Shops at Park Lane Outlet","8180 Park Lane,Suite C140","Dallas","TX","75231","LAUREN AHMED","(972) 707-6850","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/the-shops-at-park-lane-outlet"
"21","Bloomingdales","Bloomingdale's Willow Grove Park","2400 West Moreland Park Road,Willow Grove Park Mall","Willow Grove","PA","19090","TIFFANY MULICK","(215) 706-3300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/willow-grove-park"
"22","Bloomingdales","Bloomingdale's King of Prussia (The Court)","2 Rt. 202 North 660 West DeKalb Pike,The Court at King of Prussia","King of Prussia","PA","19406","CATHY MUHLENFORTH","(610) 337-6300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/king-of-prussia--the-court-"
"23","Bloomingdales","Bloomingdale's Outlet Merrimack Premium Outlets","80 Premium Outlets Blvd.,Ste. 0599","Merrimack","NH","03054","SHARON JUSCZAK","(603) 420-9080","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/merrimack-premium-outlets"
"24","Bloomingdales","Bloomingdale's Chestnut Hill","225 Boylston Street,Chestnut Hill Mall","Chestnut Hill","MA","02467","MATT DUNPHY","(617) 630-6000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","12:00 PM","07:00 PM","NA","http://locations.bloomingdales.com/chestnut-hill"
"25","Bloomingdales","Bloomingdale's Outlet Wrentham Village Premium Outlets","1 Premium Outlets Blvd,Unit #599","Wrentham","MA","02093","EDWARD MARSCHKE","(774) 847-3300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/wrentham-village-premium-outlets"
"26","Bloomingdales","Bloomingdale's Wisconsin Place, Chevy Chase","5300 Western Avenue","Chevy Chase","MD","20815","SUSAN CANNADAY","(240) 744-3700","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:30 PM","10:00 AM","08:30 PM","10:00 AM","08:30 PM","12:00 PM","08:00 PM","NA","http://locations.bloomingdales.com/wisconsin-place--chevy-chase"
"27","Bloomingdales","Bloomingdale's North Michigan Avenue","900 North Michigan Avenue","Chicago","IL","60611","MARK CECHINI","(312) 440-4460","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/north-michigan-avenue"
"28","Bloomingdales","Bloomingdale's Outlet Woodfield Village Green Outlet","1450 East Golf Road","Schaumburg","IL","60173","PAM GAFFIGAN","(847) 598-3990","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/woodfield-village-green-outlet"
"29","Bloomingdales","Bloomingdale's Medinah Home, Chicago","600 North Wabash Avenue","Chicago","IL","60611","MARK CECHINI","(312) 324-7500","10:00 AM","07:00 PM","10:00 AM","07:00 PM","10:00 AM","07:00 PM","10:00 AM","07:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","12:00 PM","06:00 PM","NA","http://locations.bloomingdales.com/medinah-home--chicago"
"30","Bloomingdales","Bloomingdale's Outlet Fashion Outlets of Chicago","5220 Fashion Outlets Way,Suite 2005","Rosemont","IL","60018","NA","(847) 447-1160","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/fashion-outlets-of-chicago"
"31","Bloomingdales","Bloomingdale's Old Orchard","4963 Old Orchard Center","Skokie","IL","60077","DEBRA BEATY","(847) 675-5200","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/old-orchard"
"32","Bloomingdales","Bloomingdale's Ala Moana Center","1450 Ala Moana Blvd.","Honolulu","HI","96814","CAROLYN EDWARD","(808) 664-7511","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/ala-moana-center"
"33","Bloomingdales","Bloomingdale's Lenox Square","3393 Peachtree Road NE","Atlanta","GA","30326","TRACEY LLOYD","(404) 495-2800","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","08:00 PM","NA","http://locations.bloomingdales.com/lenox-square"
"34","Bloomingdales","Bloomingdale's Palm Beach Gardens","3105 PGA Boulevard,Gardens Mall","Palm Beach Gardens","FL","33410","RICH WILLIAMS","(561) 625-2000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","06:00 PM","NA","http://locations.bloomingdales.com/palm-beach-gardens"
"35","Bloomingdales","Bloomingdale's Orlando, The Mall at Millenia","4152 Conroy Road,The Mall at Millenia","Orlando","FL","32839","DARLA HARRISON","(407) 264-2400","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/orlando--the-mall-at-millenia"
"36","Bloomingdales","Bloomingdale's Outlet Miromar Outlets","10801 Corkscrew Road,Suite #101","Estero","FL","33928","ROBERT BOND","(239) 271-3455","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","http://locations.bloomingdales.com/miromar-outlets"
"37","Bloomingdales","Bloomingdale's Aventura","19555 Biscayne Boulevard,The Aventura Mall","Aventura","FL","33180","ALAN SVENSEN","(305) 792-1000","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","12:00 PM","08:30 PM","NA","http://locations.bloomingdales.com/aventura"
"38","Bloomingdales","Bloomingdale's The Falls, Miami","8778 SW 136th Street","Miami","FL","33176","ERICA BROWN","(305) 252-6300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","07:00 PM","NA","http://locations.bloomingdales.com/the-falls--miami"
"39","Bloomingdales","Bloomingdale's Outlet Dolphin Mall Outlet","11401 NW 12th Street","Miami","FL","33172","GABY LEDESMA-RUBIO","(305) 597-2080","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/dolphin-mall-outlet"
"40","Bloomingdales","Bloomingdale's Outlet The Colonnade Outlet at Sawgrass Mills","12801 W. Sunrise Blvd.","Sunrise","FL","33323","BRENDA ZOOK","(954) 835-2800","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/the-colonnade-outlet-at-sawgrass-mills"
"41","Bloomingdales","Bloomingdale's Boca Raton Town Center","5840 Glades Road","Boca Raton","FL","33431","BETH ROSENSTEIN","(561) 394-2000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","07:00 PM","NA","http://locations.bloomingdales.com/boca-raton-town-center"
"42","Bloomingdales","Bloomingdale's South Coast Plaza","3333 South Bristol Street","Costa Mesa","CA","92626","TODD BUNTIN","(714) 824-4600","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/south-coast-plaza"
"43","Bloomingdales","Bloomingdale's Outlet Livermore Premium Outlets","3130 Livermore Outlets Drive","Livermore","CA","94551","LARRY KWAN","(925) 273-6190","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/livermore-premium-outlets"
"44","Bloomingdales","Bloomingdale's Sherman Oaks Fashion Square","14060 Riverside Drive","Sherman Oaks","CA","91423","TOM VOLTIN","(818) 325-2200","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/sherman-oaks-fashion-square"
"45","Bloomingdales","Bloomingdale's Outlet Mission Valley Outlet","1646 Camino del Rio North,Suite FSU13","San Diego","CA","92108","NA","(619) 881-2050","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/mission-valley-outlet"
"46","Bloomingdales","Bloomingdale's San Francisco Centre","845 Market Street","San Francisco","CA","94103","CATHERINE BARTELS","(415) 856-5300","10:00 AM","08:30 PM","10:00 AM","08:30 PM","10:00 AM","08:30 PM","10:00 AM","08:30 PM","09:00 AM","10:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/san-francisco-centre"
"47","Bloomingdales","Bloomingdale's Newport Fashion Island","701 Newport Center Drive,Fashion Island","Newport Beach","CA","92660","CAROLYN EDWARD","(949) 729-6600","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/newport-fashion-island"
"48","Bloomingdales","Bloomingdale's Santa Monica Place","315 Colorado Avenue","Santa Monica","CA","90401","ALON SHMILOVICH","(310) 985-6400","10:00 AM","08:30 PM","10:00 AM","08:30 PM","10:00 AM","08:30 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/santa-monica-place"
"49","Bloomingdales","Bloomingdale's Beverly Center","8500 Beverly Boulevard","Los Angeles","CA","90048","MARY MCGREEVY","(310) 360-2700","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/beverly-center"
"50","Bloomingdales","Bloomingdale's Glendale Galleria","103 South Brand Blvd.,Glendale Galleria","Glendale","CA","91210","WILEY BARTINE","(818) 638-4100","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/glendale-galleria"
"51","Bloomingdales","Bloomingdale's Century City","10250 Santa Monica Boulevard","Los Angeles","CA","90067","KATHY SUTO","(310) 772-2100","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","11:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/century-city"
"52","Bloomingdales","Bloomingdale's Outlet Outlets at Orange","20 City Boulevard West,Suite L-1325","Orange","CA","92868","NA","(714) 923-4050","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","08:00 PM","NA","http://locations.bloomingdales.com/outlets-at-orange"
"53","Bloomingdales","Bloomingdale's Stanford","1 Stanford Shopping Center","Palo Alto","CA","94304","JOHN KWAK","(650) 463-2000","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","http://locations.bloomingdales.com/stanford"
