"","Store_Name","Name","Address","City","State","Zip","Manager","Telephone","Monday_Open","Monday_Close","Tuesday_Open","Tuesday_Close","Wednesday_Open","Wednesday_Close","Thursday_Open","Thursday_Close","Friday_Open","Friday_Close","Saturday_Open","Saturday_Close","Sunday_Open","Sunday_Close","Image_URL","URL"
"12","Nordstrom","Nordstrom in Durham","6910 Fayetteville Road","Durham","NC","27713","NA","(919) 806-3700","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","07:00 PM","NA","https://www.mystore411.com/store/view/520250/Nordstrom-Durham"
"13","Nordstrom","Nordstrom in White Plains","135 Westchester Avenue","White Plains","NY","10601","NA","(914) 946-1122","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:30 PM","NA","https://www.mystore411.com/store/view/520201/Nordstrom-White-Plains"
"14","Nordstrom","Nordstrom in Short Hills","1200 Morris Turnpike","Short Hills","NJ","07078","NA","(973) 467-1500","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520204/Nordstrom-Short-Hills"
"15","Nordstrom","Nordstrom in Las Vegas","9851 South Eastern Avenue","Las Vegas","NV","89123","NA","(702) 948-2121","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520163/Nordstrom-Las-Vegas"
"16","Nordstrom","Nordstrom in St. Louis","1453 Saint Louis Galleria","St. Louis","MO","63117","NA","(314)884-4900","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879259/Nordstrom-St.-Louis"
"17","Nordstrom","Nordstrom in Maple Grove","12745 Elm Creek Boulevard","Maple Grove","MN","55369","NA","(763) 898-5300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520118/Nordstrom-Maple-Grove"
"18","Nordstrom","Nordstrom in Glendale","200 West Broadway","Glendale","CA","91210","NA","(818) 502-9922","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520140/Nordstrom-Glendale"
"19","Nordstrom","Nordstrom in San Marcos","173 South Las Posas Road","San Marcos","CA","92078","NA","(760) 304-7050","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520171/Nordstrom-San-Marcos"
"20","Nordstrom","Nordstrom in Escondido","270 East Via Rancho Parkway","Escondido","CA","92025","NA","(760) 740-0170","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520159/Nordstrom-Escondido"
"21","Nordstrom","Nordstrom in Farmington","1600 South East Road","Farmington","CT","06032","NA","(860)321-2400","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/24879282/Nordstrom-Farmington"
"22","Nordstrom","Nordstrom in Newark","100 Christiana Mall","Newark","DE","19702","NA","(302)613-6000","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879283/Nordstrom-Newark"
"23","Nordstrom","Nordstrom in Arcadia","400 South Baldwin Avenue","Arcadia","CA","91007","NA","(626) 821-6363","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520145/Nordstrom-Arcadia"
"24","Nordstrom","Nordstrom in Pasadena","3363 East Foothill Boulevard","Pasadena","CA","91107","NA","(626) 264-9044","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520152/Nordstrom-Pasadena"
"25","Nordstrom","Nordstrom in Glendale","227 North Glendale Avenue","Glendale","CA","91206","NA","(818) 240-2404","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520150/Nordstrom-Glendale"
"26","Nordstrom","Nordstrom in Santa Monica","220 Broadway","Santa Monica","CA","90401","NA","NA","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520153/Nordstrom-Santa-Monica"
"27","Nordstrom","Nordstrom in Bloomington","324 West Marketplace","Bloomington","MN","55425","NA","(952) 854-3131","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520101/Nordstrom-Bloomington"
"28","Nordstrom","Nordstrom in Bloomington","1000 NW Court","Bloomington","MN","55425","NA","(952) 883-2121","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520089/Nordstrom-Bloomington"
"29","Nordstrom","Nordstrom in St. Louis","1585 South Brentwood Boulevard","St. Louis","MO","63144","NA","NA","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520112/Nordstrom-St.-Louis"
"30","Nordstrom","Nordstrom in Brea","500 Brea Mall Way","Brea","CA","92821","NA","(714) 529-0123","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520126/Nordstrom-Brea"
"31","Nordstrom","Nordstrom in Manchester","100 Highlands Boulevard Drive","Manchester","MO","63011","NA","(636)438-4100","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879258/Nordstrom-Manchester"
"32","Nordstrom","Nordstrom in Des Peres","47 West County Center","Des Peres","MO","63131","NA","(314) 255-2000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/520100/Nordstrom-Des-Peres"
"33","Nordstrom","Nordstrom in Las Vegas","3200 Las Vegas Boulevard South","Las Vegas","NV","89109","NA","(702) 862-2525","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520172/Nordstrom-Las-Vegas"
"34","Nordstrom","Nordstrom in Paramus","510 Bergen Town Center","Paramus","NJ","07652","NA","(201) 518-2170","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","Closed","Closed","NA","https://www.mystore411.com/store/view/520211/Nordstrom-Paramus"
"35","Nordstrom","Nordstrom in Paramus","501 Garden State Plaza","Paramus","NJ","07652","NA","(201) 843-1122","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","Closed","Closed","NA","https://www.mystore411.com/store/view/520198/Nordstrom-Paramus"
"36","Nordstrom","Nordstrom in Freehold","3710 U.S.Highway 9","Freehold","NJ","07728","NA","(732) 308-1117","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520200/Nordstrom-Freehold"
"37","Nordstrom","Nordstrom in Redondo Beach","1835 Hawthorne Boulevard","Redondo Beach","CA","90278","NA","(310) 542-9440","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520142/Nordstrom-Redondo-Beach"
"38","Nordstrom","Nordstrom in Warwick","400 Bald Hill Road","Warwick","RI","02886","NA","(401)773-7930","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879285/Nordstrom-Warwick"
"39","Nordstrom","Nordstrom in Edison","449 Menlo Park Drive","Edison","NJ","08837","NA","(732) 603-5000","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520199/Nordstrom-Edison"
"40","Nordstrom","Nordstrom in Cherry Hill","951 Haddonfield Road Suite A","Cherry Hill","NJ","08002","NA","(856)773-4111","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879281/Nordstrom-Cherry-Hill"
"41","Nordstrom","Nordstrom in Cherry Hill","2000 Route 38","Cherry Hill","NJ","08003","NA","(856) 773-5600","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/520229/Nordstrom-Cherry-Hill"
"42","Nordstrom","Nordstrom in White Plains","7 City Place","White Plains","NY","10601","NA","(914) 614-6400","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520197/Nordstrom-White-Plains"
"43","Nordstrom","Nordstrom in Westbury","1504 Old Country Road","Westbury","NY","11590","NA","(516) 222-5544","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520206/Nordstrom-Westbury"
"44","Nordstrom","Nordstrom in Costa Mesa","901 South Coast Drive","Costa Mesa","CA","92626","NA","(714) 751-5901","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:30 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520138/Nordstrom-Costa-Mesa"
"45","Nordstrom","Nordstrom in Cerritos","600 Los Cerritos Center","Cerritos","CA","90703","NA","(562) 924-0940","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520127/Nordstrom-Cerritos"
"46","Nordstrom","Nordstrom in Chino","3849 Grand Avenue","Chino","CA","91710","NA","(909) 591-0551","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520132/Nordstrom-Chino"
"47","Nordstrom","Nordstrom in Santa Ana","2820 North Main Street","Santa Ana","CA","92705","NA","(714) 972-2020","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520129/Nordstrom-Santa-Ana"
"48","Nordstrom","Nordstrom in Brea","2345 East Imperial Highway","Brea","CA","92821","NA","(714) 529-4222","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520133/Nordstrom-Brea"
"49","Nordstrom","Nordstrom in New York","60 East 14th Street","New York","NY","10003","NA","(212) 220-2080","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520196/Nordstrom-New-York"
"50","Nordstrom","Nordstrom in Boston","497 Boylston Street","Boston","MA","02116","NA","(857)300-2300","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","08:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879287/Nordstrom-Boston"
"51","Nordstrom","Nordstrom in Burlington","43 Middlesex Turnpike Suite 5","Burlington","MA","01803","NA","(781)345-4960","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879286/Nordstrom-Burlington"
"52","Nordstrom","Nordstrom in Millbury","70 Worcester Providence Turnpike","Millbury","MA","01527","NA","(774)276-4400","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879284/Nordstrom-Millbury"
"53","Nordstrom","Nordstrom in West Covina","1415 Plaza Drive","West Covina","CA","91790","NA","(626)404-2633","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879267/Nordstrom-West-Covina"
"54","Nordstrom","Nordstrom in Lakewood","4651 Silva Street","Lakewood","CA","90712","NA","(562)616-6120","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879266/Nordstrom-Lakewood"
"55","Nordstrom","Nordstrom in Riverside","3601 The Galleria at Tyler","Riverside","CA","92503","NA","(951) 351-3170","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520130/Nordstrom-Riverside"
"56","Nordstrom","Nordstrom in Ontario","4750 East Mills Circle","Ontario","CA","91764","NA","(909) 476-3160","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520162/Nordstrom-Ontario"
"57","Nordstrom","Nordstrom in Redondo Beach","1517 Hawthorne Boulevard","Redondo Beach","CA","90278","NA","(424)254-2448","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/24879268/Nordstrom-Redondo-Beach"
"58","Nordstrom","Nordstrom in Montclair","5015 Montclair Plaza Lane","Montclair","CA","91763","NA","(909) 625-0821","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520128/Nordstrom-Montclair"
"59","Nordstrom","Nordstrom in Huntington Beach","7532 Edinger Avenue","Huntington Beach","CA","92647","NA","(657)204-7300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879265/Nordstrom-Huntington-Beach"
"60","Nordstrom","Nordstrom in Orange","20 City Boulevard West","Orange","CA","92868","NA","(714)202-3400","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","10:00 PM","10:00 AM","10:00 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/24879264/Nordstrom-Orange"
"61","Nordstrom","Nordstrom in Costa Mesa","3333 Bristol Street","Costa Mesa","CA","92626","NA","(714) 549-8300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520125/Nordstrom-Costa-Mesa"
"62","Nordstrom","Nordstrom in Huntington Station","350 Walt Whitman Road","Huntington Station","NY","11746","NA","(631)683-2700","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879279/Nordstrom-Huntington-Station"
"63","Nordstrom","Nordstrom in Upland","1301 East 19th Street","Upland","CA","91784","NA","(909)912-6300","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","08:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879269/Nordstrom-Upland"
"64","Nordstrom","Nordstrom in Irvine","101 Fortune Drive","Irvine","CA","92618","NA","(949) 255-2800","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","08:00 PM","NA","https://www.mystore411.com/store/view/520135/Nordstrom-Irvine"
"65","Nordstrom","Nordstrom in Garden City","630 Old Country Road","Garden City","NY","11530","NA","(516) 746-0011","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520202/Nordstrom-Garden-City"
"66","Nordstrom","Nordstrom in Durham","6807 Fayetteville Road","Durham","NC","27713","NA","NA","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520251/Nordstrom-Durham"
"67","Nordstrom","Nordstrom in Charlotte","4400 Sharon Road","Charlotte","NC","28211","NA","(704) 442-6000","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520249/Nordstrom-Charlotte"
"68","Nordstrom","Nordstrom in Charlotte","9563 South Boulevard","Charlotte","NC","28273","NA","(704)705-2161","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/24879299/Nordstrom-Charlotte"
"69","Nordstrom","Nordstrom in Burlington","75 Middlesex Turnpike","Burlington","MA","01803","NA","(781) 345-7800","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","10:00 AM","09:30 PM","11:00 AM","07:00 PM","NA","https://www.mystore411.com/store/view/520209/Nordstrom-Burlington"
"70","Nordstrom","Nordstrom in Westlake","30121 Detroit Road","Westlake","OH","44145","NA","(440)925-6464","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","11:00 AM","06:00 PM","NA","https://www.mystore411.com/store/view/24879253/Nordstrom-Westlake"
"71","Nordstrom","Nordstrom in Lyndhurst","25149 Cedar Road","Lyndhurst","OH","44124","NA","(216) 472-2244","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","10:00 AM","09:00 PM","12:00 PM","06:00 PM","NA","https://www.mystore411.com/store/view/520109/Nordstrom-Lyndhurst"
